,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful
58,19-2,COSE214,알고리즘(영강),박성빈,#월(6) 수(6),5,엘사,3,3,4,4,"그저 빛, 박성빈 교수님 덕분에 매 시간 즐겁게 공부할 수 있었습니다ㅎㅎ",도움이 돼요 0
59,19-2,COSE214,알고리즘(영강),박성빈,#월(6) 수(6),4,ADs,5,5,4,4,"The professor is amazing. I recommend for international students to take that prof, because explanation is very understandable for English trackers. More important, there are no presentations, and exam will be in written form (description of theories and types of sorting etc.). If you don't understand the lecture you may ask after the class, a prof is very kind.",도움이 돼요 0
60,19-2,COSE214,알고리즘(영강),박성빈,#월(6) 수(6),3,켕켕이2,3,3,3,3,수업을 체계적으로 잘 해주십니다 good 근데 영강이에요,도움이 돼요 0
61,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,애플워치,5,4,4,5,"전체적으로 보면 CPU가 어떻게 동작하는지 MIPS CPU를 통해서 배우는 강의입니다. 학기 초반에는 MIPS 명령어와 명령어를 이용해 코드를 짜는 수업을 진행하며, 중간고사 이후에는 교수님께서 제공하시는 MIPS 스켈레톤 코드를 이용해 직접 특정 명령어들을 수행하는 CPU를 구현하는 것이 주된 내용이며 마지막 두세주는 캐시에 관해 배웁니다. 강의계획서에는 TLB나 I/O 장치에 대해 배운다고 되어있지만 교수님께서 두 번 정도 휴강을 하시고 그에 대한 보강을 해주지 않으셔서 이번에는 캐시까지밖에 진도를 나가지 못했습니다. 교수님께 여쭤보니 보강은 시간을 맞추지 못해 보강에 나오지 못하는 학생들이 반드시 나오기 때문에 잘 하지 않으시는 편이라고 하시더군요. 

중간고사 이전의 내용과 마일스톤 이후의 내용은 다른 일반적인 강의와 같이 수업 내용 잘 들고 잘 암기만 하시면 과제와 시험은 무난하게 치르실 수 있을 텐데 서컴구의 핵심은 마일스톤에 있습니다. CPU를 디자인하는 마일스톤이 6회에 걸쳐 있는데 상당히 재능이 있거나 운이 좋게도 친구나 선배들의 코드를 구할 수 있는 경우가 아닌 이상 최소 하루나 이틀정도는 밤을 새게 됩니다. 3번 마일스톤까지는 그래도 할만한 정도이고 5번과 6번은 노하우가 생겨서 상대적으로 빠르게 과제를 할 수 있지만 4번 마일스톤이 시간을 많이 잡아먹는 경우가 많습니다. 만약 서컴구를 수강하게 되신다면 마일스톤 과제들에 시간을 많이 들일 각오를 하셔야 할 것입니다. 

출석체크는 하지 않으신다고 보는 것이 맞는 것 같습니다. 수업시간마다 ppt 자료를 랜덤으로 학생들에게 읽게 하시는데 이건 학생들의 얼굴과 이름을 외우시기 위해 시키시는 것이지 출석이 점수로 반영되지는 않은 것 같습니다. 

다른 컴퓨터구조 강의들과 비교를 해보자면, 이번 학기에는 열리지 않았지만 정성우 교수님의 컴퓨터구조는 MIPS가 아닌 ARM을 기반으로 강의가 진행되며 마일스톤이 6개가 있어 차근차근 구현을 할 수 있지만 시간이 많이 드는 서컴구와 달리 최종결과물 하나만 있다고 합니다. 두 분 다 강의력과 실력은 검증된 교수님들이시므로 취향껏 수강 신청을 하시면 됩니다. 
이번 학기에 개설된 이숙윤 교수님의 강의는, 직접 강의평가를 확인해 보셨다면 아시겠지만 서태원 교수님의 컴퓨터구조와 비교해서는 추천하지 않습니다. 들리는 소문에 의하면 강의도 별로고 과제도 별로라고 합니다. 특히 CPU를 구현하는 마지막 과제는 제출 기한이 종강을 넘긴 12월 24일, 즉 크리스마스 이브까지인데 교수님께서 주신 코드에 오류가 너무 많아서 학생들끼리 모여서 오류 수정을 한 뒤 과제 제출을 했던 모양입니다. 

학점은 잘 주시는 편인 것 같습니다. 시험도 최대한 부분점수를 주려고 하시고 웬만하면 플러스를 붙여 주려고 노력하신다고 합니다.",도움이 돼요 4
62,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,m2162003,5,5,4,5,"출석체크는 하긴하는데 점수에 영향이 큰 거 같진 않아요 한학기동안 이름 한두번정도 불리신다고 보면 됩니다. 과제랑 시험으로 학점 주신다고 보면 돼요 밉스 과제는 6개 정도 되고 중간고사 이후 한달정도 과제하시면 됩니다. 밉스 처음 과제 2개 정도는 세팅이라 쉬워요
코딩 + 동영상 설명을 제출해야 하는데 제출기한보다 늦더라도 과제 제출하는게 좋아요
시험은 기출문제와 유사하게 출제됩니다.
과제가 많은만큼 배우는게 많은 과목입니다. 그리고 영강인데도 교수님이 설명을 잘하셔서 이해하시기 어렵지 않을꺼에요",도움이 돼요 2
63,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,공차,5,5,3,3,"마일스톤하면서 베릴로그 코딩 엄청하게 되는 수업,,,, 교수님은 질문도 잘받아주시고 학생 하나하나를 기억하는 좋으신 분이다",도움이 돼요 2
64,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,별난거북거북,5,5,1,5,"출석체크 : 안한다고는 하지만 ppt 한 장 한 장 넘길 때마다 학생들에게 읽으라고 시키셔서 랜덤으로 출석 불리는 기분
난이도 : 진짜진짜진짜진짜 대학교 들어와서 이렇게 어려운 수업이 있었나 싶을 정도로 너무 어려웠습니다
학습량 : 어려우니까 학습량도 당연히 많겠죠,,,? 과제 지분의 1/3은 이 수업이 다 가져갔습니다
학점 : 그냥 한 만큼 나오는 거 같습니다
성취감 : 난이도 어렵고 학습량이 많은 모든 수업이 그렇듯 배운 것은 정말 많았습니다. 이제 드디어 컴퓨터를 알아가는 기분?? 교수님께서도 친절하고 자세하게 설명해주시는 편이었습니다. 하지만 너무너무너무 힘들었습니다 ㅠㅠ 이거 다시 재수강할 생각에 눈물이 나네요",도움이 돼요 1
65,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,키이스트,4,4,2,4,마일스톤을 다 하면 공부를 많이 하지 않아도 나쁘지 않은 학점이 나옵니다.,도움이 돼요 1
66,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,꿀강만노린다,4,4,3,5,마일스톤 그 명성대로 정말 어려웠습니다... 하지만 배운 것도 많고 교수님 강의력이 뛰어나셔서 나름 좋은 수업이었던 것 같습니다.,도움이 돼요 1
67,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,리브리,5,4,3,5,"마일스톤 과제로 한 학기를 보낸 것 같습니다.. 하핳
제가 가진 모든 시간을 이 마일스톤에 갈아넣은 느낌이랄까...
그렇지만 정말 좋은 수업이었습니다.
교수님께서 학생들에게 관심도 많이 가져주시고
질문 받는 세션시간도 만들어주셔서 도움을 많이 받을 수 있었습니다.
어차피 들어야 하는 컴퓨터 구조... 서태원 교수님께 들으세용!",도움이 돼요 1
68,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),1,codusl8,5,5,3,5,"너무 어렵습니다.
논리설계 들으셨으면 중간중간 몇몇 개념들 이해하는데 도움됩니다.
하지만 너무나 부족합니다.
따로 공부많이해야하고
과제도 정말 많습니다.
매주 수행해야하고 난이도가 높습니다.
되도록 팀을 이루어 스터디 진행하시는것을 추천드립니다...!
시험은 정말 배운대로 나오긴합니다.
다만 배운게 이해가 안됩니다!",도움이 돼요 1
69,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),3,잉여인간집,5,5,2,5,"전공필수로 무조건 들어야하는 수업인 컴퓨터 구조.

일단 타과 학생이나, 친구가 없이 들어야한다면 과제
막힐 때 물어볼 사람 찾기가 힘들어서 막막하니까 다른 수업듣는 걸 추천합니다..

마일스톤 관련으로 찾아보면 나오긴 하는데, 찾을거면 빨리 찾아놓는게 좋습니다.
과제가 누적되서 진행되기 때문에 나중에 찾으면 자기가 먼저 짠것하고 호환이 안되서 답없고 저도 그래서 포기했습니다.

성적은 마일스톤을 안하면 아무리 잘해도 점수 안줍니다.
제가 마일스톤은 3번째까지하고 나머지는 평균보다 10~20점 높은데 B0입니다.
마일스톤 못할 것 같으면 그냥 빨리 포기하고 다른 과목 준비하는게 좋습니다.",도움이 돼요 1
70,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),3,호미밥집,3,5,3,3,"내용만 들으면 의외로 간단한데, 막상 코딩하려면 헬파티입니다. 익히 들으셨겠지만, 마일스톤 중도포기 하는 사람들이 상당히 많습니다. 또한 학생이 많아서 마지막 마일스톤에서 인터뷰를 생략하시는데, 솔직히 친구나 아는 사람꺼 베껴도 안걸리지 않을까 싶어서 조금 찝찝합니다. 그리고 생각보다 다들 너무 열심히 해서 마일스톤 다 제출하더라도 시험 잘 봐야지 A 가능합니다.",도움이 돼요 0
71,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,시민,4,3,4,4,"교수님도 잘 가르쳐주셨고 학생들도 좋은 질문을 하여 부족한 것이 많이 보완되었다는 느낌의 수업이었습니다. 서교수님답게 시험은 연속성이 있는 문제가 있어 조금이라도 모르면 크게 감점받는 시험이었습니다. milestone4 과제인 pipelining은 시그널 하나하나 궁리해가면서 짜야해서 시간도 엄청 오래걸리는 작업이었습니다.
이번 수업진도가 너무 느려서 tlb cache를 못배운게 아쉬웠습니다. 교수님이 한 번 아프셨던 것도 있고 질문들이 많이 나와서 어쩔 수 없었던 것 같습니다.",도움이 돼요 0
72,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,호박고구마요,5,4,4,5,마일스톤 과제만 따라가도 상당히 과목에 대해 이해가 많이 갑니다. 교수님 강의력도 정말 좋으셔서 재밌는 수업입니다. 논설 안들어도 따라갈 수는 있습니다.,도움이 돼요 0
73,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,sos0911,3,4,3,5,역시 정보대학의 명강이자 헬강다웠습니다. 영강인데다가 수업 내용도 쉬운건 아니라서 혼자 들어가면 망할 확률 높습니다. 과제가 진짜 헬인데 총 마일스톤이 5-6개 정도 나오고 그 전에도 워밍업 과제같은거 좀 나옵니다. 마일스톤 3-4쯤 되면 잘하시는 분들이 아닌 이상 2-3일 정도 매달리시는 건 각오하셔야 합니다. 대신 성취감은 엄청납니다. mid/final은 난이도는 엄청나게 어렵진 않습니다. 학점은 딱 한 만큼 나옵니다.,도움이 돼요 0
74,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,맹꽁이,4,4,3,3,중간고사를 중간값 + 5 정도 받았더니 과제 올 만점에 기말 90점대였는데도 A가 나왔네요ㅜㅜ 기말 90점대가 20명이 넘어서 예상은 했으나 많이 아쉽습니다. 악명 높은 과목인만큼 다들 열심히 한 것 같아서 점수대가 매우 높습니다. 교수님이 아주 친절하시고 설명도 잘 해주셔서 배우는 것이 많아요. 시험은 기출에서 똑같이 나오기 때문에 기출만 여러번 푼다면 높은 점수 받을 수 있습니다. 과제는 뭐...시간을 많이 투자한다면 하실 수 있을거에요!,도움이 돼요 0
75,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,Sunken,5,5,4,4,"마일스톤만 모두 해내고 시험은 평균 언저리로 맞으면 A 받을 꺼 같습니다.
저는 마일스톤 3부터 포기하고 시험 평쁠 15이랑 35 맞아서 B쁠 받았습니다.",도움이 돼요 0
76,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,마룽마룽,4,3,4,4,"영어로 수업하시고, ppt에 있는 내용을 위주로 수업을 진행합니다. 중간고사와 기말고사도 ppt에 있는 내용을 중심으로만 공부해도 어성적 잘 나옵니다. 중간과제는 준수하게 내 주시지만, 기말과제가 시간을 많이 잡아먹고 까다로웠던 것 같습니다.",도움이 돼요 0
77,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,낑깡깡,4,4,3,5,교수님 강의력이 뛰어나십니다. 출석은 수업 중간 피피티를 읽을 학생을 랜덤으로 부르실 때 체크하시는 것 같습니다. 시험 난이도도 적당했습니다. 마일스톤 과제가 매우 매우 힘들지만 얻는 것은 많다고 생각됩니다. 마일스톤때문에 밤을 많이 샜습니다.,도움이 돼요 0
78,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,오아바아,5,5,4,5,2학기 절반은 컴구를 했다해도 과언이 아닙니다. 중간고사까지는 꽤 할만한데 배운 걸 바탕으로 직접 cpu를 설계하는 마일스톤이 시작되면 밤새 보드 붙들고 있어야됩니다. 해내면 성취감이 정말 크지만 이해못해서 포기하는 사람이 꽤 많더라구요. 개인적으로는 배우는 것도 많았고 재밌게 들었던 수업입니다.,도움이 돼요 0
79,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),5,치킨만두마라탕,5,5,4,5,"명성대로입니다.
마일스톤으로 유린당했습니다.
근데 막 일주일씩 밤샌다는 좀 과장이고 벼락치기만 안하면 그정도 까진 아니에요. 그냥 여가시간이 없는 정도...ㅎㅎㅎㅎ
시험은 약간 컴프를 어셈블리어로 시험치는 느낌.
교수님 친절하신게 홈페이지에 역대 시험이랑 답지 다 올려주십니다.
강의력도 꽤 좋으시고 학생들에게는 친절하십니다.
학점은 고생한만큼 받는 것 같습니다! 저희과에서는 괜찮게 주시는 편인거 같아요ㅎㅎㅎ
출석은 안 부르는데 한 번씩 피피티 읽기 시키는데 그 때 이름부르는걸로 출첵하시는듯 그러시면서 이름도 많이 외우셨습니다.",도움이 돼요 0
80,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),1,laurensong,5,5,1,5,"힘들었습니다...저는 마일스톤 4부터 던지고 4,5,6은 미완성 상태로 제출했어요.
아예 제출 안한거는 아니고 그냥 만들 수 있는 것까지만 다 제출했습니다.
그러니까 B0는 나오더라고요.
시험공부는 했는데 평균에 가까운 평마 나왔는데 뭐 그냥 그럭저럭 재수강 면했습니다.",도움이 돼요 0
81,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),1,laurensong,5,5,1,5,"힘들었습니다...저는 마일스톤 4부터 던지고 4,5,6은 미완성 상태로 제출했어요.
아예 제출 안한거는 아니고 그냥 만들 수 있는 것까지만 다 제출했습니다.
그러니까 B0는 나오더라고요.
시험공부는 했는데 평균에 가까운 평마 나왔는데 뭐 그냥 그럭저럭 재수강 면했습니다.",도움이 돼요 0
82,19-2,COSE222,컴퓨터구조(영강),서태원,#월(2) 수(2),4,치킨맛피자,5,5,3,5,"학기 초에 나오는 과제들은 할만한데 11월부터 시작된 마일스톤이 진짜 헬이에요 뒤질뻔
과 애들끼리 인사말이 와 안녕! 마일스톤 했어? 로 바뀌는 기적!
마일스톤 실패하셔도 중간, 기말로 비비면 좋은 학점 받을 수 있으니까 포기하지마세용 화이팅
강의력 좋으시고 항상 친절하심
학점은 걍 한만큼 주시는듯...?
마일스톤 힘들었던 만큼 성취감도 대박임 뿌듯",도움이 돼요 0
