,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings4,ratings3,comment,helpful,ratings2
34,22-1,STAT401,다변량통계분석(영강),송주원,#화(2) 목(2),5,카시오,4,4,4,4,"어려운 내용을 쉽게 설명해주시는 것 같기는 한데 저한테는 좀 어려웠습니다 ㅠㅠ 시험은 과제랑 sample exam과 유사하게 나오긴 하는데 타임어택 느낌으로 빡빡하게 나옵니다. 출석 점수는 20번만 채우면 만점이고, 개인 발표를 하면 추가 점수 5점을 줍니다. 어차피 전필이라 한 번은 들어야 하는데 송주원 교수님으로 추천드립니다!!",도움이 돼요 0,5.0
35,22-1,STAT401,다변량통계분석(영강),송주원,#화(2) 목(2),3,안암노루,3,2,2,3,"송주원 교수님의 수업을 처음 들어봤는데 저랑은 결이 맞지 않아 힘들었습니다...
내신 문제 스타일의 중간/기말고사, 개인적으로 느렸던 강의 템포...
하지만 학점은 정직하게 주시는 편인 것 같습니다.
꼼꼼히 공부하시면 좋은 학점 챙겨가실 수 있습니다.",도움이 돼요 0,3.0
36,22-1,STAT401,다변량통계분석(영강),송주원,#화(2) 목(2),4,꿀강탐지견,5,5,4,5,"송주원교수님답게 설명이 많으십니다. 그치만 정리는 우리의 몫..
그 누구보다 이해를 필요로 하시는 교수님..
그냥 다 외우시는게 좋을거에요..
예를 들면 QQ-plot 빈 종이에 그리는 방법 등..

들은 통계과목 중 제일 재밌었어요이 강의를 추천!",도움이 돼요 0,3.0
37,22-1,STAT401,다변량통계분석(영강),송주원,#화(2) 목(2),5,아기호랑이ㅡ,4,4,5,5,이번 학기에 가장 재미있게 들은 통계 전공 강의였습니다. 교수님께서 깔끔하게 설명도 잘 해주시고 과제도 채점 안 하시는 거 같아요 ! 그냥 제출만 하면 만 점 주시는 거 같습니다 ㅎㅎㅎ 중간 기말 둘 다 시험이 쉽지만은 않았는데 저는 둘다 Q3 정도로 받아서 A 나왔습니다. 과제도 어렵지는 않고 그냥 코드 따라하면 할 만 ㅎㅐ요이 강의를 추천!,도움이 돼요 0,5.0
38,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,루트,1,1,1,1,"고컴독립만세!! 우리 정보대가 민정강점기로부터 끝내 독립했습니다ㅠㅠ 정보대 학우 여러분들 정말 수고 많으셨습니다!!
이제 빛도길 교수님의 파이썬을 들으시고 힐링하세요 :)

민정아 만나서 반가웠고 다시는 보지 말자!!!!",도움이 돼요 3,1.0
39,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,난쟁이씨,1,1,1,1,절대 듣지 마세요. 선배들이 다른 분반 들으라고 했을 때 설마 했는데 진짜 한 학기 내내 독학할 자신 있는 경우에만 들으시요. 교재 그대로 읽으시고 사실상 도움되는 건 과제 뿐인데 과제도 다른 분반은 풀이 해주는데 안민정 교수님은 정답 코드조차 올려주지 않으세요. C언어 처음이면 아주 잘하는 친구를 두거나 스스로 특출나거나 해야 할듯요.. 원래 C언어 잘한다면 들어도 상관없긴 한데 아마 그럴 경우 거의 100프로 강의 틀어만 놓고 한 학기동안 듣지는 않을듯요.,도움이 돼요 0,1.0
40,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),2,HBOH,4,4,1,2,"사실상 전부 녹강인 형태로 이루어졌다. 실시간 수업이 아니라는 장점이 있고 과제는 적었지만, 그냥 혼자 공부한다는 마인드를 먹고 들으시면 됩니다...",도움이 돼요 0,3.0
41,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,잠온다졸리다,3,3,1,1,"그냥 이게 박혀서 나왔다? 무조건 도망가세요. 교수님이 아니라 오디오북입니다. 첫날 실시간 오티 때 쓸 교재를 알려주시고, 그 이후로는 녹강으로 진행되는데, 그냥 교재를 그대로 읽으십니다. 강의력은 말할 것도 없고, 따로 공부안하고 강의만 들으면 과제 절대 못 풉니다. 그래도 과제는 평탄한 편이지만 시험은 과제보다 확실히 어렵습니다. 도망가세요 그냥",도움이 돼요 0,1.0
42,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,15909,2,2,1,1,"수업은 녹강이고 교수님께서 그냥 교과서 내용을 그대로 읽으십니다. 중간하고 기말 둘 다 전 분반 통합 대면 시험이었고, 다른 분반보다 진도가 밀렸어서 시험 범위가 저희 분반 진도랑은 맞지 않았어요. 안민정 교수님 수업은 그냥 독학하는 느낌입니다,,",도움이 돼요 0,3.0
43,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),3,ywc1014,3,3,3,3,"C언어를 배우는 강의입니다.

중간고사 범위는 입출력, 반복문, 조건문이라는 기초적인 것만 배우는 것에 비해, 기말고사 범위는 포인터, 문자열, 연결리스트 등 처음 공부하기에는 어려울 수 있는 내용을 공부합니다. 때문에 중간고사 범위까지는 배우는 것에 대한 성취감이 그리 크지 않지만, 기말고사 범위는 공부량이 매우 적다고 느끼진 않았습니다. 중간고사와 기말고사는 모두 대면 시험으로 진행했는데, 단답형 혹은 손코딩 형식이었습니다. 난이도는 크게 어렵지는 않았지만 어느정도 공부는 해야할 것입니다. 

교수님의 강의력이 그렇게 좋지는 않아, 강의자료만 보고 공부해도 무방할 정도입니다. C언어를 진심으로 공부하고 싶은 분들이라면 시중에 나와있는 책을 구매해 공부하는 것이 더 효과적일 것이라 생각합니다. 더불어, 녹화 강의를 제시간에 올려주신 적이 손에 꼽습니다. 화/목요일 17시 강의를 당일 23시에 올리거나, 그 다음주까지 올라오지 않던 적도 있습니다. 이 때문에 기말고사 이틀 전에 마지막 진도(연결리스트) 영상을 업로드하기도 하셨습니다. 가장 어려운 내용을 공부하기에는 매우 촉박한 시간이었습니다.

학문의 기초인 컴과나 데과과는 몰라도, 타과 수강생은... 되도록 다른 교수님의 강의를 수강하시거나, 독학이 더 좋을듯 합니다.",도움이 돼요 0,3.0
44,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,공부는내일부터,3,4,1,4,"녹강으로 진행하셨는데, 녹강을 정해진 기한 내에 듣기만 하면 출석이 인정되는 방식이라 사실상 하나도 듣지 않았습니다.

강의는 교재에 기반한 ppt 로 진행하시는데, 사실상 교재를 읽는 수준입니다. 저는 그래서 강의를 듣지 않고 독학했습니다.

녹화 강의가 주마다 올라오는데, 사실 제때 올라오지 않았습니다. 제일 심각했던 문제는 기말고사 때, 다른 분반에서 공지된 시험 범위까지 진도를 나가지 않으셔서 며칠 전 급하게 강의가 올라왔습니다.

대신 과제는 다른 교수님들에 비해 매우 쉽습니다. 기한도 매우 널널해서 기한만 어기지 않는다면 과제에서 점수가 깎일 일은 거의 없을 것이라고 생각합니다.",도움이 돼요 0,5.0
45,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,stab12,3,4,1,4,"20년 2학기 컴프2수강, 21년 1학기 컴프1(재수강) 수강자입니다.
교수님께서 조금 개선하려 하신 것 같으나, 명불허전입니다.
강의력이야 더 말씀드릴 것도 없고, 가장 큰 문제는 전분반 통합시험입니다.
가르치시는 것의 수준과 시험문제 난이도간의 괴리.. 끔찍합니다. 곱하기를 가르치시는데 곱셈공식 활용을 하는 느낌이랄까..?
저는 전공을 듣고있어 C언어에 대해 딱히 부담이 없었고 코로나시국이라 예전에 비해 시험문제가
많이 쉬워져서 만점에 가까운 점수를 받았습니다.
재수강하신다면 이보다 꿀인분은 없을겁니다. 과제자체도 타분반에 비해 굉장히 적은 시간을 투자해도 됐고,
녹강이라 출첵을 전혀 하지 않으십니다.
초수강이신분들은 컴프1만큼은 좋은분께 들으셨으면 좋겠습니다. 새내기분들 박혀나오는 것도 변경가능한걸로 아는데, 가능하다면 꼭 잘배우시길.. 이제 안컴프는 없어질거라 들었습니다 예.. 다행이에요",도움이 돼요 0,3.0
46,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),4,Uuui,3,2,2,2,강의 내용과 시험 사이에 괴리감이 있고 명강이라고 생각하지는 않습니다. 공부 혼자 하기엔 좋은 것 같아요,도움이 돼요 0,5.0
47,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,종강했으면좋겠다,2,3,1,1,"그냥 듣지 마세요.
교수님께서 수업도 안 하시고 출석도 그냥 녹강 시청 시간으로 체크하시는데 녹화강의도 교재 읽으십니다.
이미 C언어를 마스터했고, 수업 듣기 싫고 과제도 쉽고 빨리 끝내고 싶으신 분들에게 추천드리며, 한번도 C언어를 배워본 적이 없으신 분들은 절대 듣지 마세요. 안민정 교수님 수업은 안 들어도 되고 과제도 쉽지만 시험은 다른 교수님들 분반과 같이 보기 때문에 시험 성적이 확연히 낮을 수 밖에 없습니다. 그나마 분반 내로 상대평가하셔서 학점을 생각보다 잘 주시긴 하는데 얻어갈 수 있는 건 없어요.",도움이 돼요 0,1.0
48,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),3,Lucettin5,3,3,3,2,"개개인의 프로그래밍 능력 차이를 감안하여 강의는 녹화강의로 진행됩니다.

코드 + 터미널을 캡처하여 제출하는 과제가 8회 있었습니다.

중간고사와 기말고사는 손코딩입니다.",도움이 돼요 0,3.0
49,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,chetbaker,1,1,1,1,"혼자 독학해서 배운 것이 훨씬 많았습니다. 
안컴프는 피하는게 좋을 것 같습니다. 수업의 질이 낮은 걸 떠나서 그냥 성의가 없으십니다.
본인 치과 치료한다고 강의 미루다가 기말고사 일주일 전에 몰아서 강의 업로드했을 때 느낀 배덕감이 아직도 생생하네요..",도움이 돼요 0,1.0
50,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),2,cuckoo,2,2,1,2,"2021 - 1학기 / 비대면 강의로 진행되었습니다.

강의 특징
1. 출석은 녹화 강의 듣는 것으로 확인한다.
2. 시험 보는 주에도 강의를 미루다가 올리실 정도로 교수님께서 강의에 열정이 없으시다.
3. 강의 내용이 시중에 파는 책과 다를 것이 없다. 책에 적혀있는 글자를 그대로 말하시는게 수업의 전부이다.
4. 시험은 다른 분반과 통합해서 보기때문에 강의의 질이 좋지 않지만 시험 난이도는 다른 분반과 동일하다.
5. 과제는 매우 없다. 가끔 간단한 코딩 문제 1~2개 풀어서 올리는게 과제이다.

총평
본인이 c언어에 대해 이미 배우고 왔거나, 책만 보고 공부해도 어려운 코테를 풀 수 있는 재능러라면 과제 없고 출석 쉬운 꿀강이다.
그러나 이 강의를 통해 c언어를 배우고자 한다면 시중의 인강을 듣는 것을 추천한다.",도움이 돼요 0,3.0
51,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),2,글글,4,3,2,2,"C언어를 할 줄 안다면 요구하는 것이 많지 않기 때문에 꿀강이라고 느껴질 수도 있겠지만
강의력이 많이 떨어져서 혼자 따로 공부하는 것이 나을 정도로 느껴짐",도움이 돼요 0,3.0
52,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),2,Atleti,5,5,1,2,쉽지 않습니다..... 일단 대부분 수업이 녹강으로 진행되었으며 수업 내용은 그저 책 읽기 정도였습니다. 따라서 사실상 내용을 전부 독학했으며 코딩을 거의 처음배우는 입장에서는 막막할 수 밖에 없었습니다.... 시험 범위가 직전에 추가되는 경우도 있었고 강의가 제때 올라오지 않았던 적도 있어 별로 만족스럽지 않았습니다,도움이 돼요 0,1.0
53,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,Rootsquare,3,3,1,1,고려대학교 역사상 역대 최악의 강의는 이번이 처음입니다. 무단 휴강이 13회에 이르고 결국 수많은 사람들이 신고를 하기까지....이런 강의가 다시는 있어서는 안 됩니다,도움이 돼요 0,5.0
54,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),3,whffu,3,3,1,1,"재수강으로 들었기 때문에 실습과제가 적다는 점이 최대 장점이었던 과목. 그러나 처음 C를 배우는 사람한테는 절대로 비추천한다.

출석은 녹화 강의를 듣는 걸로 대신하고, 실시간 강의는 초반에 몇 번만 하더니(실시간 강의를 들어도 녹화 강의를 꼭 들어서 출석 처리해야한다는 점이 의아하다.) 그 이후로는 녹화 강의조차 제시간에 올라오지 않았다.",도움이 돼요 0,3.0
55,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,루이지,4,1,1,1,모든 수업이 녹화강의입니다. C를 미리 배우고 오셨다면 수업을 전혀 듣지 않고도 A+를 받을 수 있습니다. 과제와 시험 난이도도 쉬운 편입니다. 그런데 C를 처음 접하시는 분들에겐 이야기가 달라집니다. 일단 대부분의 강의가 그냥 ppt를 읽는 수준이라 교수님 강의만 듣는다면 매우 어렵고 막막하게 느껴질 수 있습니다. 그래서 시중의 다른 책이나 강의를 통해 독학하시는 것을 추천합니다.,도움이 돼요 0,5.0
56,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,호댕,1,5,1,1,"어려운 C언어 강의를 더욱 어렵게 만드시는 교수님이십니다. 일단 교수님께서 강의에 대한 열의가 없으십니다. 처음에는 C 코드를 돌리기 위한 프로그램 설치 방법도 알려주시고, 강의도 해주셔서 친절하시다고 생각했는데 큰 오해였습니다. C언어를 잘 하시는 분만 들으셨으면 좋겠습니다.",도움이 돼요 0,3.0
57,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,회장님,5,4,1,1,"c를 이미 매우 잘하시거나, 강의랑 별개로 독학하고 싶은 분들에겐 괜찮을 것 같습니다. 매번 녹강으로 이루어지기 때문에 저는 거의 공강 시간으로 썼네요. 시중에 좋은 책 한 권 사셔서 제공되는 강의 듣는게 훨씬 도움 되실 거라 생각합니다. 교수님께서 교재를 아예 읽으시기 때문에 책 사서 독학과 다름없습니다. 과제는 정말 적구요, 여러 문제 중에서 한 문제만 골라서 코딩하면 되기 때문에 과제 부담도 적습니다. 이번 학기엔 학점미화 없었습니다.",도움이 돼요 0,3.0
58,21-1,COSE101,컴퓨터프로그래밍I,안민정,#화(3-4) 목(3),1,Peta,1,3,1,1,"고려대학교 정보대학에 온 학생들이 가장 처음 듣는 강의가 이 컴프1 과목입니다.
그리고 이 교수님의 수업은 고뽕에 가득찬 신입생들에게, 대학 수업의 로망을 단번에 깨주는 수업이라 할 수 있습니다.

강의 영상을 블랙보드에 불규칙적으로 업로드 하시고, 런타임으로 출석을 합니다. 출석은 쉬운 셈이죠. 다만 책을 그대로 읽는 강의력, 영상 업로드의 불규칙함, 강의 내용의 부족함 등등 강의가 참 여러모로 답이 없습니다.

컴프 실력이 이미 있어서 꿀빨고 싶은 학생은 수강 신청하시고, 컴프 노베 or 열심히 강의 듣겠다 하는 학생은 다른 교수님 수업 듣는 걸 추천드려요. 학점은 어차피 전분반 동일 기준으로 줘서 메리트가 없습니다.",도움이 돼요 0,3.0
