,Unnamed: 0,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful,ratings4
51,51,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,자유로운토론문화,4,3,4,5,"다들 아시다시피 싸강이라 출석은 생각안했습니다. 
그래도 말씀드리자면 녹화 영상 올려주시고 기간도 여유있게 잡아주셔서 강의보기는 좋았습니다.
과제는 2주에 한번 정도로 나오고 적당히 시간투자하면 괜찮게 할 수 있으실 겁니다.
기말 한번 봤는데 어려운편은 아니고 시험이 학점에 비중이 큰 것 같습니다. 

전반전으로 교수님도 좋았고 성취감도 있었고 적절한 강의였다고 생각합니다. 들어도 후회 안합니다.",도움이 돼요 0,5
52,52,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,꿀벌강의,5,4,3,5,"이도길 교수님의 자료구조 수업입니다 출석은 가끔랜덤으로 부릅니다, 시험난이도는 평이했으나 코딩과제가 많습니다, 주기적으로 코딩과제가 계속나오고 만일 c언어를 못하신다면 수업이 좀힘드실수있습니다 대신 과제를 다하고 완성하면 성취감이 있고 많은걸 배울수있습니다.",도움이 돼요 0,1
53,53,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),3,꿀강컬렉터,4,3,3,4,수시 과제를 기한에 맞추어 수행해야 합니다. c 언어에 능숙하시다면 편하실 것 같지만 그렇지 않으시다면 시간이 약간 소요될 수 있습니다.,도움이 돼요 0,3
54,54,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,콜드브루스윗라떼,2,2,5,5,"과제량이 많지만 구현하다보면 자료구조 공부는 따로 필요가 없게 됩니다.
시험은 문제가 많지만 아주 까다로운 문제는 없습니다.",도움이 돼요 0,2
55,55,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,종강제발,4,3,4,5,과제가 많은 편이지만 교수님께서 내주시는 과제를 다 하면 시험공부를 별로 안해도 어느정도 점수가 나올 수 있을 만큼 공부가 된다. 과제설명을 자세히 해주시기 때문에 처음에 아는 게 별로 없더라도 잘 따라갈 수 있다. 학점은 이번 학기에 잘 주신 편인 것 같고 학기가 끝나고 나서 가장 성취감이 많이 느껴지는 과목이라고 생각한다.,도움이 돼요 0,4
56,56,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),3,하남시호랑이,3,3,3,3,꽤나 괜찮은 수업이었습니다. 단 시험범위가 굉장히 많으니 그점 유의하시길 바랍니다. 저는 시험전에 12시간씩 공부해서 A+받긴했는데 그정도로 공부하신다면 충분히 좋은 결과 받으실 수 있다고 생각됩니다.,도움이 돼요 0,1
57,57,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),3,root,3,2,3,4,"코로나때메 시험하고 학점과 관련된 평가는 할 필요가 없는듯.

교수님 좋으시고 과제가 많아서 확실히 배우는것은 많습니다. 추천드합니다.",도움이 돼요 0,2
58,58,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,말랑말랑카우,4,4,5,5,"출석체크는 아예 안 하십니다. 필요없으면 강의 안 들어도 된다고 하셨습니다.
강의력은 무난하신데 솔직히 이 강의는 강의보다는 과제의 비중이 상당한 강의입니다.
저도 이도길 교수님의 과제가 빡세다는 얘기를 듣고 살짝 겁나긴 했는데, 제가 C 초보라 처음에 한두번 동적할당 등 적응하느라 어려웠던거 빼면 그 뒤부터는 무난하게 과제 해결했고 오히려 과장하면 과제가 기다려질 정도로 재미를 붙혔습니다. 다른 전공 과제에 비해 설명도 친절하게 해주시고 크게 어렵진 않지만 성취감이 크기 때문에 매우 좋았습니다. 
물론 과제에 시간을 많이 투자하긴 했지만 확실한건 그냥 강의만 듣는거 보단 직접 구현을 해보는 게 자료구조에 대한 이해를 높이는데 훨씬 좋다는 건 부정할 수 없는 거 같습니다.
학점도 과제만 잘 내도 절반이상 에이 주시기 때문에 더욱 동기부여가 되었습니다. 시험은 쉽게 나옵니다. 그림그리기 문제 등
저는 재수강이라 a  받았습니다.",도움이 돼요 0,4
59,59,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,하늘하늘길,3,4,5,5,"역시 갓도길 짱도길.
자료구조는 세세하게 배우기보다는 필수적인 자료구조들 위주로 배운다.
그래프 트리 등.
기본 자료구조들 - 그래프 트리 등 -은 매주 구현하는 과제가 나오며
조금 어려운 자료구조들 - AVL Tree, B tree 등 - 은 구현하는 과제는 나오지 않는다. 다만 개념을 알고 있어야 풀 수 있는 시험문제들이 출제된다. (데이터를 주고 AVL Tree를 그리시오 이런 문제들이 나옴)
적절한 공부량이라고 생각함.
강의도 이만하면 잘하시는 편!",도움이 돼요 0,4
60,60,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,whffu,3,3,5,5,"과제량이 좀 버거울 수 있는데 그래도 따라가다보면 확실히 내가 늘고 있다는 것을 깨달을 수 있음...
시험도 어려운 편이 아니라서 그냥 수업 꾸준히 들으면 성적은 좋게 나옴.",도움이 돼요 0,5
61,61,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),3,scarlet,4,5,3,3,"일단 사이버 강의라서 출석은 없었습니다

과제는 이전까지는 10개+a로 알고 있었는데 이번 학기에는 8개만 진행을 했구요

과제를 통해서 혼자 풀어나간다면 나름의 성취감과 실력향상에 도움이 될 것이라고 생각합니다.

다만 아쉬웠던 점이

과제 제출에 문제가 있어서 즉시 교수님께 확답을 받았는데도 불구하고 그날 과제가 0점이 되어 있더라구요

조교님께 문의해서 과제 점수는 올렸지만 성적에 영향을 미쳤는지 안미쳤는지를 알려주지를 않았습니다.

시험은 손코딩과 자료구조 그림으로 구현하기? 이정도 인거 같습니다.

학점은 그럭저럭인거 같네요..",도움이 돼요 0,4
62,62,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,JMLVT,4,4,4,4,"사이버강의 기준으로 말씁드리면 출첵은 거의 없구요.
다만 과제가 좀많습니다. C언어를 필수로 알고 수업을 들어야 과제하실때 힘들지 않으실겁니다.
C언어를 모르신다면 과제와 수업을 따라가지못하실 거에요
시험은 수업을 잘해주셔서 수업때만 열심히들으시면 잘보실 수 있으시고 학점도 잘주십니다.
다만 과제가 많아서 힘들지만 그만큼 실력이 많이 늘 수 있는 수업입니다.",도움이 돼요 0,4
63,63,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,자유로운도비,5,4,4,5,"자료구조에 관한 내용을 체계적으로 알려주셔서 처음 배우는 사람도 수업 내용만 잘 따라가면 배울 수 있습니다. 다만 C언어는 스스로 프로그램을 짜고 해석할 수 있어야 합니다. 과제가 원래 10번인데 코로나로 2번을 줄여주셔서 총 8번 있었습니다. 시험은 단답형, 서술형, 손코딩, 그리기가 모두 나오는데 문제 수가 많아서 제한 시간 내에 모두 풀지는 못할  수도 있지만, 공부만 한다면 맞을 수 있는 문제가 많습니다.수업을 잘 따라가고 과제를 성실히 한다면 얻어가는 것이 많을 수업입니다.",도움이 돼요 0,3
64,64,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,9797,5,4,3,3,베이스가 없는 타과생은 정말 힘들었습니다... 수업 자체는 상세하게 알려주셔서 어찌저찌 따라가지만 과제는 건드리는것도 힘들었네요.. 원래 c를 할 줄 아는 학생들에게 수강을 추천한다고 공지가 되어있어서 할말은 없지만 과제가 8-10개정도 나온 것 같고 수업내용으로는 절대 할 수 없었어요ㅠㅠ,도움이 돼요 0,5
65,65,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,바다거북,5,5,4,5,수업을 알차게 진행하시며 과제 또한 조금 있는 편입니다. 과제를 성실히 수행하고 수업에 잘 참여한다면 좋은 학점을 얻을 수 있으실겁니다.,도움이 돼요 0,3
66,66,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,유승민_,4,3,3,3,"C로 직접 여러 자료구조를 코딩해야 하는 만큼, 과제량이 적지는 않습니다. 과제만 잘 넘기면 도움이 되는건 맞는거 같아요.",도움이 돼요 0,4
67,67,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,toodury,3,3,4,4,일단 C 언어 하실 줄 알아야 하는데요 제가 복수전공생이라서 어떻게 시작해야 할지 몰라서 방학 때 학원 1달 다녔거든요. 그 정도만 해도 과제하는 데에는 문제 없었습니다. 과제 평소엔 10개 정도 내주신다는데 이번엔 싸강이라 8개 정도만 나왔고요. 일단 돌아가면 만점 주시는 것 같습니다. 시험은 간단한 함수 손코딩 하는 거랑 자료 구조 이론적인 내용 조금(예를 들어 linked list랑 array의 장단점 서술) 그리고 나머지는 그림 그리는 거예요. 살짝 아이큐 테스트 같은 느낌도 들고 시험 자체가 크게 부담되는 것 같진 않네요. 교수님 좋으십니다.,도움이 돼요 0,5
68,68,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,한학기남음,2,3,4,5,과제가 여러개 나옵니다. 과제 다내고 시험은 잘본거 같지는 않은데 A나왔습니다. 과제가 많긴 한데 어렵진 않아서 안밀리고 제출하면 부담스럽지 않습니다. 자료구조로 코딩 연습하고 싶으신분은 들으시면 도움이 많이 될 것 같습니다.,도움이 돼요 0,3
69,69,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,규다설,3,3,4,4,"과제가 많긴 했지만 그만큼 제대로 배울 수 있어서 좋았어요. 이미 이번 학기에 박성빈 교수님 알고리즘 수업을 들었지만, 만약 듣지 않았다면 알고리즘도 이도길 교수님 수업을 들었을 듯

녹화강의로 진행하셨고, 출석점수는 없어요.
교수님 발음이 정말 정확한 편이라서 배속으로 들어도 전혀 뭉개짐이 없는 게 큰 장점이에요.


이번 학기는 중간고사 없이 기말고사만 봤고 난이도는 적당했어요.
제가 공부를 덜하는 바람에 A가 나왔지만, A+도 잘 주시는 것 같아요!",도움이 돼요 0,4
70,70,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),4,꿀빨러,3,3,4,4,믿고듣는 이도길 교수님. 감사합니다 잘 배우고 갑니다.,도움이 돼요 0,4
71,71,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,nebada,4,4,5,5,정말 최고의 교수님이신것 같습니다. 과제의 양이 꽤 되고 난이도도 좀 어렵긴 하지만 과제만 스스로 하신다면 시험문제도 다 푸실 수 있을거고 학점또한 잘 받으실 수 있을 겁니다. 그리고 교수님이 너무 친절하셔서 질문하시거나 하면 다 받아주시니 수업자체도 따라가실 수 있을 겁니다! 꼭 들으시길 추천드립니당~,도움이 돼요 0,4
72,72,20-1,COSE213,자료구조,이도길,#화(3-4) 목(3),5,라크샤사,4,3,5,4,C언어만 잘하신다면 무난히 좋은 학점 받으실 수 있어요!,도움이 돼요 0,2
73,73,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),4,Lee1,4,4,4,4,"고등학교 때 코딩을 배우지 않은 상태로 수업을 들어서인지, 노베 분들에게는 수업이 어렵게 느껴지실거라 생각됩니다. 수업 듣기 전에 해당 과목에서 배우는 컴퓨터 언어를 조금이라도 이해하시고, 어느 정도의 실습 능력을 키우시고 들으시는 것을 추천드립니다. 
 실습 과제는 withcs 사이트에서 이루어지는 것으로, 정말 잘 이루어져 있습니다. 매 수업마다 딸려 나오는 실습 과제가 있는데, 이것을 매 수업마다 채점하지 않지만 학기 말에 한꺼번에 표절 검사를 실시합니다. 
 이 실습 과제들만 성실히 잘 하신다면, 학점은 매우 잘 나오실거라 생각됩니다.(중간, 기말도 잘 볼 수 있어요!)
 제가 노베인지라, 오랫동안 놓고 있다가 기말고사 3일 전부터 손코딩 연습하고, 실습 과제 마감일까지 최대한 많이 문제를 풀었습니다. 말그대로 벼락치기를 했는데, 그것에 비해 교수님께서 학점을 잘 주셨습니다.
 결론적으로 가장 추천드리고 싶은 것은, 노베 분들은 개강 전에 한 번이라도 C언어 공부해 가셔서, 컴퓨터 언어 적응하시는 것을 추천드려요!",도움이 돼요 1,5
74,74,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),5,3264,3,3,4,5,withcs라는 사이트를 통해 단계별로 프로그래밍 문제를 풀어볼 수 있어 실력 향상에 도움이 되었습니다. 다른 분반과 비교하였을 때 비교적 학습량은 적었던 것 같습니다.,도움이 돼요 1,4
75,75,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),5,나는조민규,4,4,5,5,(인터넷강의)실습은 어려운 것도 많지만 조교님이 답변을 잘해주셔서 나름 할만합니다. 교수님은 말투가 좀 졸리긴 하지만 자세히 설명해주셔서 좋습니다.,도움이 돼요 1,4
76,76,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),4,학생10,3,4,3,4,"컴프 1 치고는 내용이 어려웠던 것 같습니다. 시키는 것도 많았고요.
하지만 확실히 c programming 실력은 많이 늘었던 것 같습니다.
조교님들도 질문 답변을 바로바로 해주셔서 코딩 할때 특별히 어려움은 없었습니다.
시험은 100퍼센트 손코딩 문제가 나왔는데 조금 까다롭긴 했습니다. 
전반적으로 난이도는 있었지만 성취감 있는 수업 이었습니다.",도움이 돼요 0,5
77,77,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),3,보라맛루룰,5,5,3,4,"천사같은 채정님 교수님의 수업입니다.
이 수업에서 하는 거 잘 배워두는게좋은게 향후 알고리즘 수업이나 혹은 기업 코딩테스트에서 주로 만나보게될 문제들을 다루기 때문입니다.
학점이나 수업량 모두 타 교수님보다 잘 주시는 것으로 알고있습니다.",도움이 돼요 0,5
78,78,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),4,Faba,4,4,3,5,withcs가 체계적이어서 좋아요. 배운것도 많지만 학점은 딱 점수만큼 나오네요..ㅜ,도움이 돼요 0,3
79,79,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),5,아이고학점다날아간다,5,4,4,5,"노베이스 상태로 입학해서 들었을 때 쉽지는 않지만, 꾸준히 공부한다면 그만큼 얻어갈 수 있는 과목. 열심히 하면 노베도 A+가능. 
WithCS에서 과제를 한다는 점이 좋았음. 맞을 때까지 재도전이 가능하기도 하고, 조교님께서 질문에 대한 대답을 굉장히 빠르고 친절하게 해 주심. 밀리지 않고 그때그때 과제 하는 게 좋을 듯함... 영상도 미뤄서 보고 과제도 미뤄서 했다가 지옥을 맛봄.
텀프로젝트 난이도가 노베에게는 굉장히 높게 느껴지긴 했지만, 끝내고 나서 성취감은 최고였음.
기출문제 주시는 걸 꼭 풀고 가 보기를 추천. 시험문제가 꽤 어렵지만 다같이 망하기 때문에 상관 없음...",도움이 돼요 0,4
80,80,20-1,COSE101,컴퓨터프로그래밍I,채정민,#월(5) 금(5),2,chungsol,4,4,3,2,C언어의 기초에 대해 배우는 수업입니다. 그러나 교수님의 강의력이 좋지 않아서 순수하게 컴퓨터 프로그래밍을 배우고 싶으신 분들은 다른 수업을 듣거나 독학하시는 것을 추천합니다. 과제는 한 학기 동안 WithCS라는 사이트에서 약 70문제의 코딩 문제를 푸는 것 입니다. 학기 초에 미리 풀어두시면 한 학기를 편하게 보낼 수 있습니다. 다만 과제 난이도가 매우 높아 시간이 많이 걸리고 처음 C언어를 접하시는 분들은 중반부터 풀기 어려울 수 있습니다. 이번에는 중간고사 대체 과제로 비어있는 스도쿠판을 채우는 프로그램을 작성하는 텀 프로젝트가 있었습니다. 개인적으로 WithCS 과제나 텀 프로젝트 모두 수업시간에 배운 내용만을 가지고 해결하는 것은 불가능하다고 생각이 들었습니다. 학점은 WithCS 문제와 텀 프로젝트를 모두 제출했다면 최소 B+를 받을 수 있고 기말고사에서 100점 만점에 40점만 받아도 A를 받을 수 있습니다. 기말고사는 모두 손코딩 문제가 출제됩니다. 1문제빼고 다 푼줄 알았던 저는 블랙보드에 올라온 저의 반타작도 못한 기말고사 성적을 보고 충격에 몸부림쳤습니다. 교수님께서 손코딩을 컴퓨터에 실행시키면서 채점하셨다는 것으로 미루어보아 실행이 되지 않으면 0점 또는 많은 감점이 있었을 것으로 예상합니다. 새내기 과목중에서 컴퓨터학과와 관련이 많아서 기대하고 있었던 과목인데 배운 것이 거의 없어서 매우 실망스러웠습니다. 앞으로는 구글 교수님을 따르겠습니다.,도움이 돼요 0,3
